user_id,signup_day,subscription_tier,device,acquisition_channel,signup_cohort_month
3105,213,Ad-Supported,CTV,Referral,7
3106,335,Ad-Supported,Mobile,Organic,11
3107,44,Ad-Supported,Tablet,Organic,1
3108,33,Premium,Mobile,Organic,1
3109,227,Ad-Supported,Mobile,Telco-Bundle,7
3110,352,Ad-Supported,Mobile,Telco-Bundle,11
3111,162,Ad-Supported,CTV,Organic,5
3112,319,Ad-Supported,CTV,Telco-Bundle,10
3113,362,Ad-Supported,Mobile,Telco-Bundle,12
3114,348,Ad-Supported,Web,Telco-Bundle,11
3115,203,Ad-Supported,Mobile,Paid-Social,6
3116,279,Ad-Supported,Mobile,Organic,9
3117,210,Premium,Mobile,Paid-Social,7
3118,269,Premium,Mobile,Organic,8
3119,227,Ad-Supported,Web,Telco-Bundle,7
3120,210,Ad-Supported,Mobile,Organic,7
3121,175,Ad-Supported,Mobile,Organic,5
3122,261,Ad-Supported,Mobile,Paid-Social,8
3123,300,Ad-Supported,Web,Paid-Social,10
3124,367,Premium,Tablet,Paid-Social,12
3125,245,Premium,CTV,Referral,8
3126,41,Ad-Supported,CTV,Organic,1
3127,235,Premium,Web,Referral,7
3128,126,Ad-Supported,Mobile,Organic,4
3129,11,Ad-Supported,Mobile,Organic,0
3130,29,Ad-Supported,CTV,Referral,0
3131,236,Ad-Supported,Mobile,Telco-Bundle,7
3132,377,Premium,Mobile,Telco-Bundle,12
3133,202,Ad-Supported,Mobile,Telco-Bundle,6
3134,178,Premium,Mobile,Paid-Social,5
3135,36,Ad-Supported,Mobile,Telco-Bundle,1
3136,270,Premium,Mobile,Organic,9
3137,23,Premium,Mobile,Telco-Bundle,0
3138,336,Ad-Supported,Web,Referral,11
3139,326,Ad-Supported,CTV,Telco-Bundle,10
3140,396,Premium,Mobile,Telco-Bundle,13
3141,114,Ad-Supported,Mobile,Telco-Bundle,3
3142,65,Ad-Supported,Mobile,Paid-Social,2
3143,120,Premium,Mobile,Paid-Social,4
3144,320,Ad-Supported,Mobile,Telco-Bundle,10
3145,88,Ad-Supported,Mobile,Telco-Bundle,2
3146,355,Ad-Supported,Web,Paid-Social,11
3147,62,Ad-Supported,Web,Telco-Bundle,2
3148,20,Ad-Supported,Web,Organic,0
3149,88,Ad-Supported,CTV,Telco-Bundle,2
3150,301,Ad-Supported,CTV,Telco-Bundle,10
3151,241,Ad-Supported,CTV,Organic,8
3152,142,Ad-Supported,Web,Organic,4
3153,262,Premium,CTV,Telco-Bundle,8
3154,259,Ad-Supported,CTV,Organic,8
3155,222,Ad-Supported,Web,Referral,7
3156,206,Ad-Supported,CTV,Organic,6
3157,41,Premium,Mobile,Organic,1
3158,104,Ad-Supported,Mobile,Organic,3
3159,211,Ad-Supported,Mobile,Telco-Bundle,7
3160,54,Premium,Mobile,Paid-Social,1
3161,190,Ad-Supported,Mobile,Telco-Bundle,6
3162,47,Premium,Mobile,Referral,1
3163,315,Premium,Mobile,Telco-Bundle,10
3164,42,Premium,Tablet,Organic,1
3165,37,Ad-Supported,Mobile,Organic,1
3166,255,Ad-Supported,Mobile,Telco-Bundle,8
3167,88,Ad-Supported,Mobile,Organic,2
3168,141,Premium,Mobile,Telco-Bundle,4
3169,126,Premium,CTV,Telco-Bundle,4
3170,87,Premium,CTV,Telco-Bundle,2
3171,304,Ad-Supported,Mobile,Telco-Bundle,10
3172,277,Premium,CTV,Referral,9
3173,96,Ad-Supported,Mobile,Telco-Bundle,3
3174,275,Premium,CTV,Telco-Bundle,9
3175,285,Ad-Supported,Tablet,Paid-Social,9
3176,216,Ad-Supported,Web,Paid-Social,7
3177,231,Ad-Supported,Mobile,Paid-Social,7
3178,374,Premium,CTV,Referral,12
3179,182,Ad-Supported,Web,Telco-Bundle,6
3180,154,Ad-Supported,Web,Telco-Bundle,5
3181,216,Ad-Supported,Mobile,Organic,7
3182,334,Ad-Supported,Mobile,Telco-Bundle,11
3183,284,Premium,Mobile,Paid-Social,9
3184,30,Ad-Supported,Mobile,Telco-Bundle,1
3185,184,Ad-Supported,CTV,Organic,6
3186,296,Premium,Mobile,Telco-Bundle,9
3187,90,Ad-Supported,Mobile,Telco-Bundle,3
3188,395,Ad-Supported,Web,Paid-Social,13
3189,323,Ad-Supported,Mobile,Organic,10
3190,338,Ad-Supported,Tablet,Organic,11
3191,33,Ad-Supported,Web,Organic,1
3192,232,Ad-Supported,Web,Organic,7
3193,211,Ad-Supported,Web,Paid-Social,7
3194,251,Premium,Mobile,Paid-Social,8
3195,340,Premium,Mobile,Paid-Social,11
3196,141,Premium,Web,Telco-Bundle,4
3197,214,Ad-Supported,Mobile,Paid-Social,7
3198,272,Ad-Supported,Mobile,Organic,9
3199,301,Premium,CTV,Telco-Bundle,10
3200,308,Premium,Mobile,Paid-Social,10
3201,135,Ad-Supported,Mobile,Telco-Bundle,4
3202,399,Ad-Supported,Mobile,Referral,13
3203,4,Ad-Supported,Mobile,Telco-Bundle,0
3204,197,Ad-Supported,CTV,Paid-Social,6
3205,243,Ad-Supported,Mobile,Paid-Social,8
3206,25,Ad-Supported,Mobile,Telco-Bundle,0
3207,181,Premium,Mobile,Telco-Bundle,6
3208,238,Ad-Supported,CTV,Organic,7
3209,243,Ad-Supported,Mobile,Telco-Bundle,8
3210,48,Ad-Supported,Mobile,Telco-Bundle,1
3211,111,Premium,Web,Telco-Bundle,3
3212,98,Premium,Mobile,Organic,3
3213,256,Ad-Supported,CTV,Paid-Social,8
3214,132,Ad-Supported,Mobile,Paid-Social,4
3215,229,Premium,Mobile,Organic,7
3216,292,Premium,Mobile,Telco-Bundle,9
3217,319,Ad-Supported,Web,Paid-Social,10
3218,74,Premium,Mobile,Organic,2
3219,361,Ad-Supported,Mobile,Organic,12
3220,67,Ad-Supported,CTV,Telco-Bundle,2
3221,9,Ad-Supported,Mobile,Telco-Bundle,0
3222,18,Ad-Supported,Web,Telco-Bundle,0
3223,81,Ad-Supported,Tablet,Referral,2
3224,349,Ad-Supported,CTV,Referral,11
3225,83,Premium,Mobile,Paid-Social,2
3226,277,Ad-Supported,Mobile,Organic,9
3227,167,Premium,Tablet,Telco-Bundle,5
3228,16,Ad-Supported,Mobile,Telco-Bundle,0
3229,178,Ad-Supported,Mobile,Paid-Social,5
3230,12,Premium,Tablet,Referral,0
3231,190,Premium,Tablet,Organic,6
3232,223,Premium,Mobile,Referral,7
3233,209,Premium,Mobile,Paid-Social,6
3234,113,Ad-Supported,CTV,Organic,3
3235,306,Ad-Supported,Web,Telco-Bundle,10
3236,239,Ad-Supported,Mobile,Telco-Bundle,7
3237,102,Ad-Supported,Mobile,Telco-Bundle,3
3238,174,Ad-Supported,Mobile,Telco-Bundle,5
3239,44,Ad-Supported,Mobile,Organic,1
3240,369,Premium,Mobile,Organic,12
3241,301,Premium,Web,Organic,10
3242,115,Premium,Mobile,Organic,3
3243,270,Premium,Mobile,Organic,9
3244,271,Ad-Supported,Web,Paid-Social,9
3245,244,Ad-Supported,Mobile,Organic,8
3246,22,Premium,Mobile,Paid-Social,0
3247,351,Premium,Tablet,Organic,11
3248,382,Ad-Supported,Mobile,Organic,12
3249,389,Ad-Supported,Web,Referral,12
3250,392,Ad-Supported,Mobile,Referral,13
3251,371,Ad-Supported,Mobile,Telco-Bundle,12
3252,295,Ad-Supported,CTV,Organic,9
3253,23,Ad-Supported,Mobile,Telco-Bundle,0
3254,186,Ad-Supported,CTV,Organic,6
3255,98,Premium,Mobile,Paid-Social,3
3256,88,Ad-Supported,CTV,Telco-Bundle,2
3257,332,Premium,Mobile,Paid-Social,11
3258,325,Premium,Web,Referral,10
3259,209,Ad-Supported,CTV,Telco-Bundle,6
3260,294,Premium,Mobile,Organic,9
3261,52,Ad-Supported,Mobile,Organic,1
3262,89,Ad-Supported,Mobile,Telco-Bundle,2
3263,344,Ad-Supported,CTV,Paid-Social,11
3264,181,Premium,Mobile,Organic,6
3265,219,Premium,CTV,Organic,7
3266,185,Ad-Supported,Mobile,Referral,6
3267,81,Ad-Supported,Mobile,Organic,2
3268,330,Ad-Supported,CTV,Referral,11
3269,303,Premium,Mobile,Telco-Bundle,10
3270,273,Ad-Supported,Mobile,Organic,9
3271,141,Ad-Supported,CTV,Paid-Social,4
3272,257,Premium,CTV,Telco-Bundle,8
3273,381,Ad-Supported,Mobile,Paid-Social,12
3274,260,Ad-Supported,Mobile,Organic,8
3275,198,Ad-Supported,Mobile,Organic,6
3276,108,Ad-Supported,CTV,Telco-Bundle,3
3277,209,Ad-Supported,Mobile,Telco-Bundle,6
3278,149,Ad-Supported,CTV,Paid-Social,4
3279,244,Ad-Supported,Web,Organic,8
3280,19,Premium,Tablet,Paid-Social,0
3281,76,Ad-Supported,Mobile,Telco-Bundle,2
3282,314,Premium,Mobile,Organic,10
3283,152,Ad-Supported,Mobile,Referral,5
3284,173,Premium,Mobile,Telco-Bundle,5
3285,218,Ad-Supported,Mobile,Organic,7
3286,175,Premium,Web,Telco-Bundle,5
3287,303,Ad-Supported,Mobile,Telco-Bundle,10
3288,98,Ad-Supported,Mobile,Telco-Bundle,3
3289,303,Ad-Supported,CTV,Organic,10
3290,84,Ad-Supported,Tablet,Referral,2
3291,148,Premium,Mobile,Paid-Social,4
3292,235,Premium,Web,Telco-Bundle,7
3293,354,Premium,Web,Organic,11
3294,93,Ad-Supported,Mobile,Organic,3
3295,235,Premium,CTV,Referral,7
3296,26,Premium,Mobile,Paid-Social,0
3297,31,Ad-Supported,Mobile,Organic,1
3298,307,Ad-Supported,Mobile,Telco-Bundle,10
3299,287,Premium,Mobile,Organic,9
3300,151,Ad-Supported,CTV,Telco-Bundle,5
3301,249,Ad-Supported,Web,Referral,8
3302,152,Premium,Mobile,Organic,5
3303,111,Ad-Supported,CTV,Paid-Social,3
3304,173,Ad-Supported,Mobile,Referral,5
3305,125,Ad-Supported,Mobile,Referral,4
3306,326,Premium,CTV,Paid-Social,10
3307,165,Premium,Mobile,Telco-Bundle,5
3308,129,Premium,Web,Telco-Bundle,4
3309,214,Premium,Mobile,Organic,7
3310,303,Ad-Supported,Web,Telco-Bundle,10
3311,110,Ad-Supported,Mobile,Organic,3
3312,375,Ad-Supported,Mobile,Organic,12
3313,185,Ad-Supported,Web,Paid-Social,6
3314,264,Premium,CTV,Telco-Bundle,8
3315,382,Premium,Mobile,Organic,12
3316,173,Ad-Supported,Web,Organic,5
3317,80,Premium,Mobile,Organic,2
3318,299,Premium,Mobile,Organic,9
3319,3,Ad-Supported,Mobile,Referral,0
3320,183,Ad-Supported,CTV,Paid-Social,6
3321,392,Ad-Supported,CTV,Organic,13
3322,166,Ad-Supported,Web,Referral,5
3323,273,Ad-Supported,CTV,Organic,9
3324,210,Ad-Supported,Mobile,Paid-Social,7
3325,86,Ad-Supported,Mobile,Telco-Bundle,2
3326,127,Ad-Supported,Mobile,Telco-Bundle,4
3327,209,Premium,CTV,Organic,6
3328,42,Premium,Mobile,Telco-Bundle,1
3329,166,Ad-Supported,CTV,Telco-Bundle,5
3330,166,Ad-Supported,CTV,Telco-Bundle,5
3331,334,Ad-Supported,Web,Organic,11
3332,50,Ad-Supported,Mobile,Telco-Bundle,1
3333,337,Ad-Supported,Mobile,Paid-Social,11
3334,164,Ad-Supported,Web,Telco-Bundle,5
3335,260,Ad-Supported,CTV,Referral,8
3336,223,Premium,Mobile,Telco-Bundle,7
3337,120,Ad-Supported,CTV,Telco-Bundle,4
3338,372,Premium,Web,Organic,12
3339,90,Ad-Supported,Mobile,Organic,3
3340,15,Ad-Supported,Web,Paid-Social,0
3341,300,Premium,Mobile,Organic,10
3342,248,Ad-Supported,Tablet,Telco-Bundle,8
3343,356,Premium,Mobile,Telco-Bundle,11
3344,183,Premium,Mobile,Paid-Social,6
3345,7,Ad-Supported,Mobile,Organic,0
3346,9,Ad-Supported,Web,Telco-Bundle,0
3347,173,Ad-Supported,Tablet,Paid-Social,5
3348,100,Ad-Supported,Mobile,Paid-Social,3
3349,368,Ad-Supported,Mobile,Paid-Social,12
3350,48,Ad-Supported,Mobile,Organic,1
3351,352,Premium,Mobile,Telco-Bundle,11
3352,87,Premium,Web,Organic,2
3353,48,Ad-Supported,Mobile,Paid-Social,1
3354,110,Ad-Supported,Tablet,Organic,3
3355,58,Premium,Web,Organic,1
3356,161,Premium,Mobile,Organic,5
3357,132,Ad-Supported,CTV,Organic,4
3358,212,Ad-Supported,Tablet,Telco-Bundle,7
3359,215,Premium,Web,Telco-Bundle,7
3360,1,Premium,CTV,Organic,0
3361,50,Premium,Mobile,Organic,1
3362,65,Ad-Supported,Mobile,Telco-Bundle,2
3363,78,Ad-Supported,Web,Organic,2
3364,38,Ad-Supported,Mobile,Paid-Social,1
3365,126,Ad-Supported,CTV,Organic,4
3366,220,Premium,CTV,Paid-Social,7
3367,124,Ad-Supported,Mobile,Referral,4
3368,132,Premium,Mobile,Organic,4
3369,188,Premium,Mobile,Referral,6
3370,219,Premium,Web,Telco-Bundle,7
3371,133,Premium,Mobile,Referral,4
3372,89,Premium,Mobile,Telco-Bundle,2
3373,164,Ad-Supported,Tablet,Telco-Bundle,5
3374,10,Ad-Supported,CTV,Paid-Social,0
3375,197,Ad-Supported,CTV,Telco-Bundle,6
3376,376,Premium,Web,Organic,12
3377,159,Premium,Mobile,Telco-Bundle,5
3378,44,Ad-Supported,Tablet,Telco-Bundle,1
3379,283,Ad-Supported,Web,Organic,9
3380,51,Ad-Supported,Mobile,Organic,1
3381,78,Ad-Supported,Mobile,Organic,2
3382,59,Premium,Mobile,Paid-Social,1
3383,353,Ad-Supported,CTV,Organic,11
3384,392,Premium,CTV,Organic,13
3385,228,Ad-Supported,CTV,Organic,7
3386,247,Ad-Supported,Tablet,Paid-Social,8
3387,258,Ad-Supported,Mobile,Organic,8
3388,244,Premium,Web,Organic,8
3389,218,Ad-Supported,CTV,Organic,7
3390,394,Ad-Supported,CTV,Paid-Social,13
3391,293,Ad-Supported,Mobile,Organic,9
3392,36,Premium,CTV,Referral,1
3393,157,Premium,CTV,Organic,5
3394,389,Premium,Mobile,Organic,12
3395,162,Ad-Supported,Web,Paid-Social,5
3396,82,Premium,Mobile,Telco-Bundle,2
3397,347,Ad-Supported,Mobile,Paid-Social,11
3398,249,Premium,Web,Organic,8
3399,225,Ad-Supported,Mobile,Paid-Social,7
3400,168,Ad-Supported,CTV,Paid-Social,5
3401,50,Premium,CTV,Paid-Social,1
3402,154,Premium,Mobile,Referral,5
3403,175,Ad-Supported,Mobile,Referral,5
3404,372,Ad-Supported,Mobile,Paid-Social,12
3405,123,Premium,Mobile,Organic,4
3406,60,Premium,CTV,Paid-Social,2
3407,171,Premium,Mobile,Referral,5
3408,398,Ad-Supported,Tablet,Referral,13
3409,193,Ad-Supported,Mobile,Organic,6
3410,152,Premium,Mobile,Organic,5
3411,267,Premium,Web,Organic,8
3412,259,Premium,Mobile,Telco-Bundle,8
3413,120,Premium,CTV,Paid-Social,4
3414,387,Ad-Supported,CTV,Organic,12
3415,237,Ad-Supported,Web,Organic,7
3416,23,Premium,Mobile,Organic,0
3417,163,Ad-Supported,Mobile,Telco-Bundle,5
3418,369,Premium,Tablet,Paid-Social,12
3419,157,Premium,Mobile,Organic,5
3420,227,Premium,CTV,Telco-Bundle,7
3421,245,Ad-Supported,CTV,Telco-Bundle,8
3422,282,Premium,CTV,Telco-Bundle,9
3423,349,Ad-Supported,Web,Telco-Bundle,11
3424,60,Ad-Supported,Tablet,Organic,2
3425,207,Ad-Supported,Mobile,Organic,6
3426,213,Ad-Supported,CTV,Organic,7
3427,61,Premium,CTV,Telco-Bundle,2
3428,269,Premium,Mobile,Referral,8
3429,48,Ad-Supported,Web,Organic,1
3430,183,Premium,Mobile,Telco-Bundle,6
3431,132,Ad-Supported,Mobile,Telco-Bundle,4
3432,62,Premium,Web,Referral,2
3433,329,Premium,Tablet,Paid-Social,10
3434,98,Ad-Supported,Mobile,Organic,3
3435,102,Ad-Supported,Web,Telco-Bundle,3
3436,341,Ad-Supported,Mobile,Telco-Bundle,11
3437,351,Ad-Supported,Mobile,Telco-Bundle,11
3438,14,Premium,Mobile,Telco-Bundle,0
3439,111,Ad-Supported,Web,Paid-Social,3
3440,283,Ad-Supported,Mobile,Telco-Bundle,9
3441,311,Ad-Supported,Mobile,Organic,10
3442,399,Premium,CTV,Paid-Social,13
3443,222,Ad-Supported,Mobile,Organic,7
3444,3,Premium,Mobile,Organic,0
3445,349,Premium,Mobile,Organic,11
3446,65,Ad-Supported,Web,Telco-Bundle,2
3447,49,Ad-Supported,CTV,Telco-Bundle,1
3448,269,Ad-Supported,Web,Organic,8
3449,241,Ad-Supported,Mobile,Paid-Social,8
3450,24,Premium,Mobile,Organic,0
3451,68,Premium,Web,Paid-Social,2
3452,236,Ad-Supported,Mobile,Organic,7
3453,102,Ad-Supported,Mobile,Paid-Social,3
3454,273,Ad-Supported,Mobile,Referral,9
3455,165,Ad-Supported,Mobile,Paid-Social,5
3456,235,Premium,Mobile,Telco-Bundle,7
3457,190,Premium,Tablet,Telco-Bundle,6
3458,146,Premium,Mobile,Organic,4
3459,137,Ad-Supported,CTV,Organic,4
3460,279,Ad-Supported,Mobile,Organic,9
3461,206,Ad-Supported,CTV,Paid-Social,6
3462,238,Premium,CTV,Telco-Bundle,7
3463,231,Premium,Tablet,Paid-Social,7
3464,83,Premium,Mobile,Paid-Social,2
3465,365,Ad-Supported,Web,Organic,12
3466,225,Ad-Supported,Mobile,Organic,7
3467,287,Premium,CTV,Referral,9
3468,352,Ad-Supported,Web,Organic,11
3469,369,Premium,CTV,Telco-Bundle,12
3470,267,Ad-Supported,CTV,Organic,8
3471,315,Premium,Web,Organic,10
3472,189,Ad-Supported,Web,Organic,6
3473,295,Premium,Mobile,Referral,9
3474,129,Ad-Supported,Mobile,Organic,4
3475,285,Ad-Supported,CTV,Telco-Bundle,9
3476,35,Ad-Supported,Tablet,Organic,1
3477,365,Ad-Supported,Mobile,Telco-Bundle,12
3478,98,Premium,Mobile,Paid-Social,3
3479,262,Premium,CTV,Telco-Bundle,8
3480,5,Premium,Mobile,Organic,0
3481,63,Premium,Mobile,Organic,2
3482,394,Premium,Mobile,Telco-Bundle,13
3483,333,Ad-Supported,Mobile,Paid-Social,11
3484,89,Premium,CTV,Organic,2
3485,53,Ad-Supported,Mobile,Paid-Social,1
3486,326,Premium,Mobile,Organic,10
3487,396,Ad-Supported,CTV,Paid-Social,13
3488,68,Premium,Mobile,Paid-Social,2
3489,265,Ad-Supported,Mobile,Organic,8
3490,114,Ad-Supported,Mobile,Paid-Social,3
3491,298,Ad-Supported,Mobile,Telco-Bundle,9
3492,167,Ad-Supported,CTV,Referral,5
3493,51,Ad-Supported,Mobile,Telco-Bundle,1
3494,130,Ad-Supported,Mobile,Paid-Social,4
3495,215,Ad-Supported,Mobile,Telco-Bundle,7
3496,319,Ad-Supported,Mobile,Organic,10
3497,9,Ad-Supported,Mobile,Telco-Bundle,0
3498,383,Premium,Mobile,Organic,12
3499,260,Ad-Supported,Mobile,Organic,8
3500,350,Ad-Supported,Mobile,Telco-Bundle,11
3501,372,Ad-Supported,Web,Organic,12
3502,62,Ad-Supported,Mobile,Telco-Bundle,2
3503,38,Ad-Supported,Mobile,Telco-Bundle,1
3504,310,Premium,CTV,Organic,10
3505,75,Ad-Supported,Mobile,Paid-Social,2
3506,60,Ad-Supported,Web,Telco-Bundle,2
3507,187,Ad-Supported,Mobile,Telco-Bundle,6
3508,365,Ad-Supported,Mobile,Telco-Bundle,12
3509,318,Ad-Supported,Tablet,Organic,10
3510,207,Premium,Mobile,Telco-Bundle,6
3511,79,Ad-Supported,Mobile,Paid-Social,2
3512,135,Premium,CTV,Organic,4
3513,275,Ad-Supported,Tablet,Telco-Bundle,9
3514,63,Ad-Supported,Mobile,Organic,2
3515,210,Ad-Supported,CTV,Organic,7
3516,5,Ad-Supported,Mobile,Organic,0
3517,130,Ad-Supported,CTV,Telco-Bundle,4
3518,99,Premium,Mobile,Referral,3
3519,272,Premium,CTV,Referral,9
3520,365,Ad-Supported,Mobile,Organic,12
3521,59,Ad-Supported,CTV,Paid-Social,1
3522,319,Premium,Mobile,Telco-Bundle,10
3523,262,Ad-Supported,CTV,Organic,8
3524,387,Ad-Supported,CTV,Paid-Social,12
3525,364,Premium,Web,Organic,12
3526,41,Ad-Supported,Tablet,Paid-Social,1
3527,297,Ad-Supported,Mobile,Telco-Bundle,9
3528,237,Ad-Supported,CTV,Organic,7
3529,46,Ad-Supported,Mobile,Organic,1
3530,103,Ad-Supported,Web,Telco-Bundle,3
3531,370,Premium,CTV,Telco-Bundle,12
3532,217,Ad-Supported,Mobile,Organic,7
3533,136,Ad-Supported,Mobile,Organic,4
3534,128,Ad-Supported,Web,Referral,4
3535,335,Premium,Web,Telco-Bundle,11
3536,114,Ad-Supported,Web,Paid-Social,3
3537,64,Premium,CTV,Telco-Bundle,2
3538,229,Ad-Supported,Mobile,Referral,7
3539,397,Ad-Supported,Tablet,Organic,13
3540,74,Ad-Supported,CTV,Organic,2
3541,102,Ad-Supported,CTV,Paid-Social,3
3542,188,Ad-Supported,CTV,Telco-Bundle,6
3543,80,Premium,CTV,Organic,2
3544,260,Premium,CTV,Organic,8
3545,102,Premium,CTV,Organic,3
3546,52,Ad-Supported,Web,Telco-Bundle,1
3547,105,Ad-Supported,Web,Telco-Bundle,3
3548,372,Premium,Mobile,Paid-Social,12
3549,374,Ad-Supported,Mobile,Organic,12
3550,202,Premium,CTV,Telco-Bundle,6
3551,160,Premium,CTV,Organic,5
3552,327,Ad-Supported,CTV,Telco-Bundle,10
3553,78,Premium,Web,Organic,2
3554,261,Premium,Mobile,Referral,8
3555,272,Ad-Supported,Mobile,Paid-Social,9
3556,284,Premium,Web,Telco-Bundle,9
3557,87,Ad-Supported,Tablet,Organic,2
3558,286,Ad-Supported,Mobile,Organic,9
3559,245,Ad-Supported,Mobile,Telco-Bundle,8
3560,350,Ad-Supported,Mobile,Paid-Social,11
3561,70,Ad-Supported,Mobile,Telco-Bundle,2
3562,245,Premium,CTV,Paid-Social,8
3563,332,Ad-Supported,Mobile,Paid-Social,11
3564,112,Ad-Supported,Mobile,Telco-Bundle,3
3565,297,Premium,CTV,Paid-Social,9
3566,40,Ad-Supported,CTV,Telco-Bundle,1
3567,287,Premium,CTV,Paid-Social,9
3568,242,Ad-Supported,Mobile,Organic,8
3569,77,Premium,Mobile,Telco-Bundle,2
3570,27,Premium,Mobile,Organic,0
3571,298,Ad-Supported,Tablet,Organic,9
3572,97,Ad-Supported,Mobile,Organic,3
3573,199,Ad-Supported,CTV,Paid-Social,6
3574,25,Premium,CTV,Telco-Bundle,0
3575,385,Premium,Web,Organic,12
3576,220,Ad-Supported,Mobile,Organic,7
3577,372,Ad-Supported,Mobile,Organic,12
3578,64,Premium,Web,Organic,2
3579,83,Ad-Supported,Mobile,Organic,2
3580,244,Premium,CTV,Organic,8
3581,242,Premium,Mobile,Telco-Bundle,8
3582,316,Ad-Supported,Tablet,Telco-Bundle,10
3583,371,Ad-Supported,CTV,Organic,12
3584,328,Ad-Supported,Mobile,Organic,10
3585,56,Ad-Supported,Web,Organic,1
3586,124,Premium,CTV,Organic,4
3587,365,Premium,CTV,Paid-Social,12
3588,220,Premium,Mobile,Referral,7
3589,346,Ad-Supported,Mobile,Telco-Bundle,11
3590,225,Ad-Supported,CTV,Paid-Social,7
3591,20,Premium,Mobile,Organic,0
3592,189,Ad-Supported,Web,Telco-Bundle,6
3593,330,Ad-Supported,Mobile,Referral,11
3594,262,Ad-Supported,CTV,Organic,8
3595,53,Premium,Mobile,Telco-Bundle,1
3596,84,Premium,CTV,Organic,2
3597,341,Ad-Supported,Mobile,Telco-Bundle,11
3598,391,Premium,Mobile,Organic,13
3599,301,Ad-Supported,Mobile,Telco-Bundle,10
3600,40,Ad-Supported,CTV,Organic,1
3601,248,Ad-Supported,Mobile,Paid-Social,8
3602,331,Premium,Web,Telco-Bundle,11
3603,256,Ad-Supported,Mobile,Telco-Bundle,8
3604,238,Ad-Supported,CTV,Telco-Bundle,7
3605,187,Ad-Supported,CTV,Organic,6
3606,98,Premium,Mobile,Telco-Bundle,3
3607,113,Premium,Mobile,Organic,3
3608,298,Ad-Supported,Mobile,Telco-Bundle,9
3609,28,Premium,CTV,Organic,0
3610,34,Ad-Supported,Tablet,Paid-Social,1
3611,159,Ad-Supported,Mobile,Paid-Social,5
3612,309,Ad-Supported,CTV,Referral,10
3613,263,Premium,CTV,Telco-Bundle,8
3614,236,Ad-Supported,CTV,Organic,7
3615,214,Ad-Supported,CTV,Telco-Bundle,7
3616,45,Ad-Supported,Tablet,Organic,1
3617,133,Ad-Supported,CTV,Organic,4
3618,32,Premium,Web,Paid-Social,1
3619,303,Premium,Mobile,Telco-Bundle,10
3620,300,Ad-Supported,Web,Referral,10
3621,103,Premium,Tablet,Referral,3
3622,117,Ad-Supported,Web,Organic,3
3623,127,Ad-Supported,Mobile,Organic,4
3624,355,Ad-Supported,Web,Telco-Bundle,11
3625,195,Premium,Mobile,Organic,6
3626,305,Ad-Supported,CTV,Paid-Social,10
3627,180,Premium,Mobile,Referral,6
3628,279,Ad-Supported,CTV,Organic,9
3629,211,Premium,Mobile,Paid-Social,7
3630,112,Ad-Supported,Mobile,Telco-Bundle,3
3631,350,Premium,Mobile,Telco-Bundle,11
3632,283,Premium,Mobile,Referral,9
3633,307,Ad-Supported,Mobile,Telco-Bundle,10
3634,379,Premium,Web,Organic,12
3635,100,Ad-Supported,CTV,Telco-Bundle,3
3636,37,Ad-Supported,Web,Telco-Bundle,1
3637,233,Ad-Supported,Web,Referral,7
3638,131,Premium,Mobile,Paid-Social,4
3639,174,Premium,CTV,Paid-Social,5
3640,94,Ad-Supported,CTV,Organic,3
3641,159,Premium,Mobile,Organic,5
3642,157,Ad-Supported,CTV,Referral,5
3643,140,Ad-Supported,CTV,Referral,4
3644,297,Ad-Supported,CTV,Paid-Social,9
3645,237,Ad-Supported,CTV,Referral,7
3646,190,Ad-Supported,Mobile,Paid-Social,6
3647,45,Ad-Supported,Web,Telco-Bundle,1
3648,228,Ad-Supported,Mobile,Telco-Bundle,7
3649,70,Ad-Supported,Web,Telco-Bundle,2
3650,126,Premium,Mobile,Telco-Bundle,4
3651,166,Ad-Supported,Mobile,Telco-Bundle,5
3652,57,Premium,Mobile,Telco-Bundle,1
3653,156,Ad-Supported,Mobile,Paid-Social,5
3654,107,Ad-Supported,Mobile,Telco-Bundle,3
3655,340,Ad-Supported,Mobile,Organic,11
3656,344,Premium,CTV,Organic,11
3657,2,Ad-Supported,Web,Telco-Bundle,0
3658,241,Ad-Supported,Mobile,Telco-Bundle,8
3659,256,Premium,CTV,Referral,8
3660,151,Premium,Web,Organic,5
3661,188,Ad-Supported,Mobile,Organic,6
3662,316,Ad-Supported,Web,Paid-Social,10
3663,151,Ad-Supported,Mobile,Telco-Bundle,5
3664,26,Ad-Supported,Mobile,Referral,0
3665,149,Premium,Mobile,Telco-Bundle,4
3666,102,Ad-Supported,Mobile,Paid-Social,3
3667,153,Ad-Supported,CTV,Telco-Bundle,5
3668,92,Ad-Supported,Web,Organic,3
3669,60,Ad-Supported,Mobile,Referral,2
3670,394,Premium,Web,Paid-Social,13
3671,52,Ad-Supported,Mobile,Paid-Social,1
3672,282,Ad-Supported,Mobile,Paid-Social,9
3673,287,Ad-Supported,Web,Telco-Bundle,9
3674,247,Ad-Supported,Web,Organic,8
3675,364,Ad-Supported,CTV,Organic,12
3676,2,Ad-Supported,Mobile,Telco-Bundle,0
3677,121,Premium,Mobile,Referral,4
3678,74,Premium,Mobile,Telco-Bundle,2
3679,231,Premium,Web,Organic,7
3680,254,Premium,Mobile,Telco-Bundle,8
3681,359,Ad-Supported,CTV,Organic,11
